node_id,level,n_leaves,label,top_dishes
N78299,0,1841,fish dishes,fish taco; chips fish; grilled salmon; salmon teriyaki; fish sandwich; grilled tilapia; ancho salmon; fish fried
N77185,2,20,savory plantain dishes,churrasco de mofongo relleno; carne con molida tajadas; asada carne con tajadas; de empanadas platano; beans plantain; plantain plate taco; empanadas plantain; con crema frijoles fritos platanos
N77175,2,23,Italian-style sandwiches,caprese sandwich; salami sub; caprese panini sandwich; bruschetta; cheese salami sandwich; panini sandwich vegetable; brie panini prosciutto sandwich; ham panini sandwich
N76992,2,15,hot dog varieties,bacon cheese dog; dog mustard; diablo dog; dog reuben; dog seattle; chicago dog hot; dog sandwich slaw; bacon bbq cheddar dog
N77381,2,37,submarine sandwiches,black forest ham sandwich sub; delite sandwich sub veggie; pizza sandwich sub; grilled sub veggie; provolone salami sub; pepperoni sandwich sub; cheese cold ham sub; genoa salami sub
N76219,2,10,savory sweet crepes,crepe nutella strawberry; bacon ham omelet or sausage; crepe fresh fruit; crepe veggie; beef crepe; cheese crepe ham; crepe vegetable; crepe ham swiss
N76707,2,25,sausage sub sandwiches,italian sandwich sausage; parmigiana sausage sub; peppers sandwich sausage; bird dogs italian sandwich; parmesan sausage sub; parmigiana pepper sausage sub; onion pepper sausage sub; italian parmigiana sausage sub
N77327,2,17,spicy cheesy jalapeno dishes,bacon cheezy garlic pizza; jalapeno pizza popper; bowl cheese egg jalapeno sausage; fried jalapenos; jalapeno sandwich sausage; bacon jalape os wrapped; cheddar grilled jalapeno sausage; jalapenos pizza stuffed
N77378,2,24,prosciutto Italian dishes,arugula salad; antipasto salad; mozzarella prosciutto sub; di parma prosciutto; antipasto italiano; achar ko methi; artichoke garlic gf pizza sauce; artichoke green hearts kalamata olives roasted sauteed slow spinach tomatoes
N70277,2,21,paneer spinach dishes,paneer saag; palak paneer; curry paneer saag; curry palak paneer; palak paneer pasta twist; paneer spinach; paneer saag spinach; bowl palak paneer
N75727,2,13,creamy fettuccine dishes,alfredo fettuccine; carbonara fettuccine pasta; alfredo pasta vegetarian; alfredo classic fettuccine; alfredo broccoli fettuccine pasta; al fettuccine pasta pesto; alfredo broccoli fettuccine; alfredo fettuccine pasta vegetables
N77158,2,14,veal dishes,cacciatore veal; chop veal; piccata scallopini veal; genovese veal; rossini veal; chop romana veal; cardinal veal; cannelloni con pasta vitello
N77205,2,88,paneer dishes,masala paneer tikka; kadai paneer; paneer tikka; chili paneer; curry masala paneer tikka; curry kadai paneer; bhurji paneer; kebab paneer tikka
N76788,2,11,fruit dishes,bowl fresh fruit; bowl fruit; bowl chunky strawberry; cup dip fresh fruit; fresh pineapple taco; breeze strawberry; de fresa raspa; banana bowl strawberry
N72659,2,7,honey spiced dishes,honey hot wings; chinese honey mustard rub wet wings; garlic honey rub spiced wet wings; honey hot; honey hot traditional wings; miele pizza; honey hot pizza
N74239,2,29,Vietnamese banh mi sandwiches,banh chicken mi sandwich; banh ga mi nuong sandwich; french kiss roll; banh chicken grilled mi; banh chicken ga grilled mi nuong sandwich; banh mi sandwich vietnamese; banh chicken lemongrass mi sandwich; bahn burger mi take
N73812,2,26,pastrami sandwiches,pastrami sub; hot pastrami sandwich; rachel sandwich; pastrami reuben sandwich; melt pastrami sandwich; pastrami rye sandwich; big hot pastrami wrap; great pastrami reuben
N77042,2,28,veggie sandwiches,sub veggie; sandwich vegetarian; melt sandwich veggie; fat sandwich veggie; grilled sandwich vegetable; panini sandwich vegetarian; roasted sandwich veggie; boat deli sandwich veggie
N76669,2,9,beet dishes,beet salad; balsamic beet berry gf salad; beetlovers bowl; beet roasted salad; beets carpaccio; beets roasted; beet salad strawberry; beef grilled steak
N77150,2,21,fruit and cocktail fusion,de frutas jugo; club havana sandwich; bloody mary roll sushi; jugo verde; roll russian white; bourbon burger kentucky style; drink fruit lychee peach; cayenne ginger orange shot
N77463,2,101,cheese and bean pupusas,pupusas; cheese pupusa; de pupusa queso; beans cheese pupusa; con de frijol pupusa queso; loroco pupusa; plate pupusa; cheese loroco pupusa
N77198,2,99,vegetable omelet dishes,omelet veggie; omelette vegetarian; loaded omelette veggie; omelette vegetable; cheese mushroom omelet; garden omelet; scramble veggie; mediterranean omelette
N77254,2,23,pupusas gorditas tamales,pupusa revuelta; chicharron gordita; chicharron pupusa; cheese pork pupusa; gordita pork skin; cheese jalapeno tamale; tamales vegan; mixtas pupusas
N76519,2,18,sourdough breakfast sandwiches,breakfast grilled sandwich sourdough swiss; caprese cheese grilled sandwich; breakfast sandwich sourdough; blt california sandwich; classic french sourdough toast; parmesan pretzel sourdough; avocado toast vg; avocado cheddar egg sandwich smoked sourdough turkey
N77459,2,24,pasta carbonara dishes,carbonara pasta; carbonara pasta spaghetti; alla carbonara pasta spaghetti; carbonara spaghetti; all amatriciana bucatini pasta; bucatini pasta; carbonara pasta penne; alla carbonara spaghetti
N77051,2,31,dosa variations,chocolate dosa; cheese dosa masala; chilli dosa masala onion; dosa paneer tikka; dosa keema; dosa masala spinach; cone dosa; baji dosa pav
N76871,2,4,edamame dishes,edamame sushi; edamame steamed; edamame salt; edamame sichuan style
N75696,2,15,paneer dishes,kathi paneer roll; pakora paneer; calzone east indian paneer style veggie; paneer paratha; calzone east indian paneer shaahi style; naan paneer; kulcha paneer; kati paneer roll tikka
N76304,2,6,idli variations,ghee idli podi; fried idli; idli plate; floating idli; blazing fiery idli; bullet idli
N77424,2,10,root vegetable dishes,chicharr con yuca; fried yucca; lotus roll sushi; mofongo yuca; beans diced ed lotus pickled root saut; chinese lotus root sausage; pork root yuca; fried pork yucca
N76736,2,41,tofu rice dishes,fried rice tofu; bowl teriyaki tofu; fried rice tofu vegetable; fried pineapple rice vegan; fried rice vegan; curry fried rice tofu; bowl fire fried rice; bowl fried tofu
N75547,2,3,fried yam dishes,fried yam; fried fungus yam; chinese sauteed yam
N77248,2,26,sandwich and bread dishes,banh mi veggie; banh egg fried mi sandwich; board bruschetta; basil brie tomato; baguette cheese egg ham sandwich; bruschetta roasted tomato; burger dip swiss; cheese goat pizza prosciutto
N71713,2,4,taro fried snacks,bun taro; deep dumplings fried taro; cake fried pan taro; deep fried puff taro
N75021,2,6,lentil fritters,medu vada; medu vada vadai; methu vada; masala vada; ulunthu vadai; medu wada
N77282,2,9,watermelon melon dishes,cucumber salad thai watermelon; salad watermelon; bitter dry fried melon; mexican salad watermelon; concrete watermelon; con jicama melon; bitter chicken melon; bitter eggs fried melon pan
N76340,2,19,pasta dishes,arrabiata pasta penne; marinara pasta penne; all arrabbiata pasta penne; baked cheese pasta penne; pasta vodka; arrabiata pizza; marinara penne; cheese pasta penne
N77202,2,11,cheese zaatar pita dishes,cheese pita sandwich toasted; pizza zaatar; breakfast cheese egg pita size; ham pita provolone sandwich; labneh sandwich; chips pita; eggs ham pita; atar labneh toast za
N76265,2,6,pickled radish dishes,pickled radish roll; oshinko; korean pickled radish; cake fried pan radish; daikon gf pickled turmeric; daikon pickled turmeric
N74664,2,13,cottage cheese dishes,cheese cottage masala tikka; cheese cottage curry green peas; cheese cottage tikka timeless; cheese cottage grilled; chargrilled cheese cottage curry; cheese cottage green peas; cheese cottage curry; butter cheese cottage punjabi
N76466,2,7,yogurt-based dishes,labneh; berry bowl summer; bowl breakfast parfait; berry bowl fresh; berry bowl energy very; labneh pizza; puri shrikhand
N77403,2,57,tofu rice bowls,hibachi tofu; bowl spicy tofu; bowl rice veggie; fried pepper rice thai; bop doochi; bento tofu; kimchi tofu; masala tofu
N76844,2,48,veal dishes,marsala veal; piccata veal; francese veal; schnitzel wiener; carciofi veal; scallopini veal; florentine veal; alla romana saltimbocca
N77035,2,64,eggplant dishes,baingan bharta; eggplant spicy; bagara baingan; baingan bharta curry; eggplant masala smoked; bagara baigan curry; bhartha; eggplant grilled sandwich
N76818,2,58,chorizo breakfast dishes,chorizo egg taco; chorizo potato taco; cheese chorizo egg taco; burrito chorizo egg; burrito cheese chorizo egg; breakfast burrito chorizo; burrito cheese chorizo egg potatoes; cheese chorizo egg potatoes taco
N68748,2,9,fried plantain dishes,fried plantains; plantains taco; bananas fried; crema fried plantains; fried plantain rice; plantain ripe sweet; fried plantain sweet; de maduro mofongo pl tano
N76776,2,66,paneer-based dishes,kofta malai; mutter paneer; paneer shahi; butter masala paneer; mattar paneer; makhani paneer; curry kofta malai; butter curry masala paneer
N77262,2,24,filet mignon dishes,filet steak; filet mignon oz; filet grilled steak tuscan; filet mignon oz steak; filet mignon teppanyaki; butter filet garlic mignon; filet mignon teriyaki; center cut filet mignon
N77469,2,48,Asian vegetable rolls,moo shu vegetable; chop suey vegetable; roll spring vegetable; chow fun mei vegetable; fun mei pasta vegetable; manchurian vegetable; egg rolls vegetable; gomen tikil
N76150,2,9,street food snacks,bhel poori; chaat kachori; batata dahi puri; bhelpuri; bhel bombay; bhel; batata puri sev; cheese puri sev
N76912,2,23,spicy tofu dishes,ma po tofu; mapo tofu; ground mapo pork tofu; bean curd ma po; beef ma po tofu; ma po pork tofu; ma minced po pork tofu; ground ma po pork tofu
N76543,2,27,vegetable sushi rolls,roll vegetable; roll veggie; roll vegetarian; rolls spring tofu; buddha roll; roll super veggie; roll spring tofu veggie; fresh rolls summer vegetarian
N77357,2,46,vegetarian soup dishes,soup vegetable; basil soupe tomato; noodle pasta soup tofu; misir wot; noodle soup vegetable; rice vegetable; lentil soup; minestrone
N77351,2,23,fruit based dishes,acai bowl; avial curry; bowl island pitaya; acai bowl brazilian; acai bowl primo; acai bowl inspiration; banana roll; acai bowl mango
N75388,2,9,veggie cheesesteak sandwiches,philly veggie; cheesesteak veggie; cheese chicken steak vegetarian; philly sandwich specialty veggie; cheesesteak melt sandwich veggie; cheesesteaks vegetarian; dip french vegetarian veggie; american sandwich sub
N77432,2,24,okra dishes,bhindi masala; masala okra; bhindi curry masala; bhindi do pyaza; curry masala okra; fry okra; bhindi; curry fry okra
N75982,2,66,tofu dishes,sesame tofu; crispy teriyaki tofu; crispy firecracker tofu; bean curd general tso; lemongrass tofu; fried tofu; mongolian tofu; bean curd sesame
N77174,2,8,Caribbean seafood dishes,callaloo saltfish; callaloo fish salt; callaloo; curry squid; hibachi squid; calaloo codfish; inca kola; breaded squid
N76189,2,6,spicy meat curries,beef curry paya; goat paya; curry goat paya; curry masala palak; jokbal smoked; goat parotta paya
N75508,2,8,yuca dishes,chicharron con yucca; frita yuca; al mojo yuca; chicharron con frita yuca; de mofongo yuca; mojo yuca; huancaina la yuca; con mojo yuca
N77328,2,58,rice dishes,rice steamed; plain rice; brown rice; idli; rice steamed white; dosa egg; fish flying roe sushi; peas pulao
N75177,2,8,ranch based dishes,ranch wings; mayo spicy sushi; dressing ranch wings; homemade pizza ranch; buttermilk ranch wings; buttermilk pizza ranch; sauce sushi yum; ranch sauce wings
N75155,2,24,tofu vermicelli dishes,tofu vermicelli; bun chay; fried tofu vermicelli; lemongrass tofu vermicelli; singapore vermicelli; bowl lemongrass tofu vermicelli; bowl fried tofu vermicelli; tofu vegetable vermicelli
N77215,2,33,beef and pork dishes,beef brisket corned sub; lengua plate; beef tongue; beef grilled rice steamed; burrito tongue; ghormeh sabzi; head lamb; pork sinigang
N76136,2,10,mango based dishes,mango pomegranate salad; mangonadas; de licuado mango; anago sushi; chica mangonada; de mango raspa; mangonada mediana; de mango vaso
N77139,2,42,mutton curry dishes,curry gongura mutton; curry karahi mutton; masala mutton; curry kolambu mutton; korma mutton; chettinad mutton; chops mutton; mutton saag
N76863,2,39,tofu dishes,general tofu tso; sandwich tofu; broccoli tofu; garlic sauce tofu; general tao tofu; shrimp tofu; roll tofu; fried stir tofu veggie
N77192,2,89,breakfast egg dishes,huevos rancheros; bacon egg taco; burrito egg normous; bean egg taco; divorciados huevos; egg taco; huevos plate rancheros; huevos la mexicana plate
N73519,2,36,tamales and variations,tamales; plate tamale; chicken tamales; salvadorean tamales; bean tamales; pollo tamales verdes; pasteles; mexican tamales
N77179,2,39,egg-based dishes,cheese omelette; eggs scrambled; cheese meat omelet; egg fried; omelette plain; omelet salmon smoked; toasted yolk; cheddar cheese jack omelette
N77314,2,15,sauced and rubbed wings,dry korean rub wings; bbq dry rub wings; dry rub salt sea vinegar wings; caramel fish rub sauce wet wings; sauce unagi; shoyu; cajun rub wings; pasta sriracha
N77173,2,31,tofu dishes,crispy dynamite thai tofu; pepper salt tofu; orange tofu; crispy tofu; crispy honey seared tofu; hot spicy tofu; fry stir tofu vegetable; piri tofu wrap
N75228,2,20,veal parmesan dishes,parmigiana veal; parmesan veal; cutlet parmigiana veal; parmesan pasta veal; alla parmigiana vitello; parmigiana steak veal; hot parmigiana sub veal; parmesan spaghetti veal
N76864,2,13,spam dishes,musubi spam; eggs grilled spam; egg spam taco; eggs rice spam; spamsilog; musubi og; moco spam; egg plate spam
N74116,2,21,mutton biryani varieties,biryani mutton; biryani dum mutton; biryani dum hyderabadi mutton; biryani boneless mutton; mandakini mutton; biryani dum gongura mutton; biryani mughalai mutton; mutton pulao
N76367,2,24,italian subs and sandwiches,cold cut italian sub; classic italian sub; muffaletta sandwich; italian sub super; boat deli italian sandwich; muffuletta; hero italian; classic deli italian sandwich
N77377,2,42,tofu eggplant dishes,bean curd style; eggplant tofu; tofu wrap; taco tofu; skin tofu; moo shu tofu; basil eggplant tofu; nirvana pizza vegan
N77281,2,21,cheese-based dishes,florentine quiche; chowder clam; chowder red soup; lorraine quiche; blue cheese wings; boy clam po sub; chowder clam england; award chowder clam soup winning
N76204,2,63,mexican masa dishes,gorditas; sopes; sope; plate sopes; chicken gordita; gorditas taco; sopes taco; huaraches taco
N77508,2,65,breakfast dishes,caramel chocolate hot; crepes swedish; pancakes power protein; blueberry crepes lemon ricotta; blueberry lemon pancakes protein ricotta; belgian friendly gluten waffle; breakfast french momma toast; chocolate hot peppermint
N77074,2,28,tofu vegetable seafood dishes,bean curd vegetables; steamed tofu vegetables; mixed steamed tofu vegetables; homestyle tofu; seafood tofu; bean curd mixed steamed vegetables; black mushroom tofu; casserole seafood tofu
